GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,HD01,HD02,SUBHD0301,SUBHD0302,SUBHD0303,SUBHD0401,SUBHD0402
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geographic area,Geographic area,Population,Housing units,Area in square miles - Total area,Area in square miles - Water area,Area in square miles - Land area,Density per square mile of land area - Population,Density per square mile of land area - Housing units
0400000US01,01,Alabama,8710000US0135118,0135118,Alabama - ZCTA 35118,ZCTA 35118,3138,1375,37.51,0.38,37.13,84.5,37.0
0400000US01,01,Alabama,8710000US0135119,0135119,Alabama - ZCTA 35119,ZCTA 35119,116,57,0.28,0.00,0.28,410.3,201.6
0400000US01,01,Alabama,8710000US0135120,0135120,Alabama - ZCTA 35120,ZCTA 35120,13842,5416,67.89,0.38,67.50,205.1,80.2
0400000US01,01,Alabama,8710000US0135121,0135121,Alabama - ZCTA 35121,ZCTA 35121,15570,6497,145.91,2.09,143.82,108.3,45.2
0400000US01,01,Alabama,8710000US0135124,0135124,Alabama - ZCTA 35124,ZCTA 35124,23020,9227,42.19,0.63,41.56,553.9,222.0
0400000US01,01,Alabama,8710000US0135125,0135125,Alabama - ZCTA 35125,ZCTA 35125,10456,4324,47.71,0.23,47.49,220.2,91.1
0400000US01,01,Alabama,8710000US0135126,0135126,Alabama - ZCTA 35126,ZCTA 35126,21725,8494,58.74,0.57,58.17,373.5,146.0
0400000US01,01,Alabama,8710000US0135127,0135127,Alabama - ZCTA 35127,ZCTA 35127,10099,3939,9.84,0.00,9.84,1026.6,400.4
0400000US01,01,Alabama,8710000US0135128,0135128,Alabama - ZCTA 35128,ZCTA 35128,10197,4711,69.03,5.02,64.01,159.3,73.6
0400000US01,01,Alabama,8710000US0135130,0135130,Alabama - ZCTA 35130,ZCTA 35130,3233,1683,70.60,3.15,67.44,47.9,25.0
0400000US01,01,Alabama,8710000US0135131,0135131,Alabama - ZCTA 35131,ZCTA 35131,4159,1880,92.95,2.98,89.97,46.2,20.9
0400000US01,01,Alabama,8710000US0135133,0135133,Alabama - ZCTA 35133,ZCTA 35133,3907,1642,49.15,0.84,48.31,80.9,34.0
0400000US01,01,Alabama,8710000US0135135,0135135,Alabama - ZCTA 35135,ZCTA 35135,1812,854,8.48,1.86,6.62,273.9,129.1
0400000US01,01,Alabama,8710000US0135136,0135136,Alabama - ZCTA 35136,ZCTA 35136,1796,1216,220.94,4.82,216.11,8.3,5.6
0400000US01,01,Alabama,8710000US0135139,0135139,Alabama - ZCTA 35139,ZCTA 35139,150,55,1.23,0.06,1.17,128.1,47.0
0400000US01,01,Alabama,8710000US0135143,0135143,Alabama - ZCTA 35143,ZCTA 35143,3281,2222,47.91,5.59,42.32,77.5,52.5
0400000US01,01,Alabama,8710000US0135146,0135146,Alabama - ZCTA 35146,ZCTA 35146,10948,3914,108.01,1.27,106.74,102.6,36.7
0400000US01,01,Alabama,8710000US0135147,0135147,Alabama - ZCTA 35147,ZCTA 35147,5468,2259,69.23,1.21,68.02,80.4,33.2
0400000US01,01,Alabama,8710000US0135148,0135148,Alabama - ZCTA 35148,ZCTA 35148,2702,1282,6.19,0.01,6.19,436.8,207.3
0400000US01,01,Alabama,8710000US0135149,0135149,Alabama - ZCTA 35149,ZCTA 35149,630,311,5.52,0.01,5.51,114.3,56.4
0400000US01,01,Alabama,8710000US0135150,0135150,Alabama - ZCTA 35150,ZCTA 35150,18472,8542,64.08,1.11,62.97,293.3,135.6
0400000US01,01,Alabama,8710000US0135151,0135151,Alabama - ZCTA 35151,ZCTA 35151,7632,3654,177.18,7.38,169.80,44.9,21.5
0400000US01,01,Alabama,8710000US0135160,0135160,Alabama - ZCTA 35160,ZCTA 35160,26822,12013,346.56,6.56,340.00,78.9,35.3
0400000US01,01,Alabama,8710000US0135171,0135171,Alabama - ZCTA 35171,ZCTA 35171,3281,1337,29.51,0.06,29.46,111.4,45.4
0400000US01,01,Alabama,8710000US0135172,0135172,Alabama - ZCTA 35172,ZCTA 35172,2986,1286,28.87,0.06,28.81,103.6,44.6
0400000US01,01,Alabama,8710000US0135173,0135173,Alabama - ZCTA 35173,ZCTA 35173,25176,9589,64.63,1.03,63.60,395.8,150.8
0400000US01,01,Alabama,8710000US0135175,0135175,Alabama - ZCTA 35175,ZCTA 35175,5041,2222,65.42,1.75,63.67,79.2,34.9
0400000US01,01,Alabama,8710000US0135176,0135176,Alabama - ZCTA 35176,ZCTA 35176,921,450,10.85,0.27,10.57,87.1,42.6
0400000US01,01,Alabama,8710000US0135178,0135178,Alabama - ZCTA 35178,ZCTA 35178,3378,1601,59.57,2.60,56.97,59.3,28.1
0400000US01,01,Alabama,8710000US0135179,0135179,Alabama - ZCTA 35179,ZCTA 35179,8958,3874,94.07,0.77,93.30,96.0,41.5
0400000US01,01,Alabama,8710000US0135180,0135180,Alabama - ZCTA 35180,ZCTA 35180,13794,5581,89.31,0.48,88.84,155.3,62.8
0400000US01,01,Alabama,8710000US0135183,0135183,Alabama - ZCTA 35183,ZCTA 35183,706,336,67.74,0.21,67.53,10.5,5.0
0400000US01,01,Alabama,8710000US0135184,0135184,Alabama - ZCTA 35184,ZCTA 35184,5841,2510,142.64,1.07,141.57,41.3,17.7
0400000US01,01,Alabama,8710000US0135186,0135186,Alabama - ZCTA 35186,ZCTA 35186,4931,2130,58.65,3.39,55.27,89.2,38.5
0400000US01,01,Alabama,8710000US0135187,0135187,Alabama - ZCTA 35187,ZCTA 35187,32,9,0.02,0.00,0.02,1561.3,439.1
0400000US01,01,Alabama,8710000US0135188,0135188,Alabama - ZCTA 35188,ZCTA 35188,2715,1051,23.10,0.14,22.96,118.3,45.8
0400000US01,01,Alabama,8710000US0135203,0135203,Alabama - ZCTA 35203,ZCTA 35203,3798,1822,2.02,0.00,2.02,1880.1,901.9
0400000US01,01,Alabama,8710000US0135204,0135204,Alabama - ZCTA 35204,ZCTA 35204,10337,6002,4.86,0.00,4.86,2125.8,1234.3
0400000US01,01,Alabama,8710000US0135205,0135205,Alabama - ZCTA 35205,ZCTA 35205,19686,12089,3.63,0.00,3.63,5429.2,3334.0
0400000US01,01,Alabama,8710000US0135206,0135206,Alabama - ZCTA 35206,ZCTA 35206,17177,8141,10.26,0.04,10.23,1679.8,796.1
0400000US01,01,Alabama,8710000US0135207,0135207,Alabama - ZCTA 35207,ZCTA 35207,9010,4273,10.43,0.03,10.40,866.5,411.0
0400000US01,01,Alabama,8710000US0135208,0135208,Alabama - ZCTA 35208,ZCTA 35208,14855,6823,3.53,0.00,3.53,4203.9,1930.9
0400000US01,01,Alabama,8710000US0135209,0135209,Alabama - ZCTA 35209,ZCTA 35209,29544,15167,9.39,0.06,9.33,3166.4,1625.5
0400000US01,01,Alabama,8710000US0135210,0135210,Alabama - ZCTA 35210,ZCTA 35210,13952,6485,25.69,0.39,25.30,551.5,256.3
0400000US01,01,Alabama,8710000US0135211,0135211,Alabama - ZCTA 35211,ZCTA 35211,26236,14095,17.69,0.03,17.66,1485.6,798.1
