GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,HC01,HC02
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geographic Area,Geographic Area,Dollar,Margin of Error
0100000US,,United States,1600000US3513450,3513450,United States - New Mexico - Cedro CDP,Cedro CDP,$(X),$(X)
0100000US,,United States,1600000US3514200,3514200,United States - New Mexico - Chamizal CDP,Chamizal CDP,$-,$**
0100000US,,United States,1600000US3514810,3514810,United States - New Mexico - Chili CDP,Chili CDP,$(X),$(X)
0100000US,,United States,1600000US3514880,3514880,United States - New Mexico - Chilili CDP,Chilili CDP,$-,$**
0100000US,,United States,1600000US3515560,3515560,United States - New Mexico - City of the Sun CDP,City of the Sun CDP,$-,$**
0100000US,,United States,1600000US3515860,3515860,United States - New Mexico - Cliff CDP,Cliff CDP,$(X),$(X)
0100000US,,United States,1600000US3516490,3516490,United States - New Mexico - Cobre CDP,Cobre CDP,$-,$**
0100000US,,United States,1600000US3517260,3517260,United States - New Mexico - Conchas Dam CDP,Conchas Dam CDP,$-,$**
0100000US,,United States,1600000US3518240,3518240,United States - New Mexico - Costilla CDP,Costilla CDP,$-,$**
0100000US,,United States,1600000US3518660,3518660,United States - New Mexico - Coyote CDP,Coyote CDP,$(X),$(X)
0100000US,,United States,1600000US3519010,3519010,United States - New Mexico - Cruzville CDP,Cruzville CDP,$(X),$(X)
0100000US,,United States,1600000US3519110,3519110,United States - New Mexico - Cuartelez CDP,Cuartelez CDP,$(X),$(X)
0100000US,,United States,1600000US3519500,3519500,United States - New Mexico - Cundiyo CDP,Cundiyo CDP,$-,$**
0100000US,,United States,1600000US3520830,3520830,United States - New Mexico - Dixon CDP,Dixon CDP,$(X),$(X)
0100000US,,United States,1600000US3521810,3521810,United States - New Mexico - Duran CDP,Duran CDP,$-,$**
0100000US,,United States,1600000US3522650,3522650,United States - New Mexico - El Duende CDP,El Duende CDP,$(X),$(X)
0100000US,,United States,1600000US3524540,3524540,United States - New Mexico - Encinal CDP,Encinal CDP,$(X),$(X)
0100000US,,United States,1600000US3524610,3524610,United States - New Mexico - Encino village,Encino village,$(X),$(X)
0100000US,,United States,1600000US3524960,3524960,United States - New Mexico - Ensenada CDP,Ensenada CDP,$-,$**
0100000US,,United States,1600000US3525100,3525100,United States - New Mexico - Escondida CDP,Escondida CDP,$-,$**
0100000US,,United States,1600000US3525135,3525135,United States - New Mexico - Escudilla Bonita CDP,Escudilla Bonita CDP,$-,$**
0100000US,,United States,1600000US3526010,3526010,United States - New Mexico - Fence Lake CDP,Fence Lake CDP,$-,$**
0100000US,,United States,1600000US3527970,3527970,United States - New Mexico - Galisteo CDP,Galisteo CDP,$(X),$(X)
0100000US,,United States,1600000US3528180,3528180,United States - New Mexico - Gallina CDP,Gallina CDP,$(X),$(X)
0100000US,,United States,1600000US3528670,3528670,United States - New Mexico - Garfield CDP,Garfield CDP,$-,$**
0100000US,,United States,1600000US3529790,3529790,United States - New Mexico - Glenwood CDP,Glenwood CDP,$-,$**
0100000US,,United States,1600000US3529860,3529860,United States - New Mexico - Glorieta CDP,Glorieta CDP,$(X),$(X)
0100000US,,United States,1600000US3530000,3530000,United States - New Mexico - Golden CDP,Golden CDP,$-,$**
0100000US,,United States,1600000US3531540,3531540,United States - New Mexico - Hanover CDP,Hanover CDP,$(X),$(X)
0100000US,,United States,1600000US3532380,3532380,United States - New Mexico - Hillsboro CDP,Hillsboro CDP,$(X),$(X)
0100000US,,United States,1600000US3533130,3533130,United States - New Mexico - Homestead CDP,Homestead CDP,$-,$**
0100000US,,United States,1600000US3533290,3533290,United States - New Mexico - Hope village,Hope village,$(X),$(X)
0100000US,,United States,1600000US3533640,3533640,United States - New Mexico - Hot Springs Landing CDP,Hot Springs Landing CDP,$-,$**
0100000US,,United States,1600000US3533710,3533710,United States - New Mexico - House village,House village,$(X),$(X)
0100000US,,United States,1600000US3536090,3536090,United States - New Mexico - Kingston CDP,Kingston CDP,$-,$**
0100000US,,United States,1600000US3537490,3537490,United States - New Mexico - La Jara CDP,La Jara CDP,$(X),$(X)
0100000US,,United States,1600000US3537700,3537700,United States - New Mexico - La Joya CDP,La Joya CDP,$-,$**
0100000US,,United States,1600000US3537860,3537860,United States - New Mexico - Lake Roberts CDP,Lake Roberts CDP,$-,$**
0100000US,,United States,1600000US3537862,3537862,United States - New Mexico - Lake Roberts Heights CDP,Lake Roberts Heights CDP,$-,$**
0100000US,,United States,1600000US3537875,3537875,United States - New Mexico - Lake Sumner CDP,Lake Sumner CDP,$(X),$(X)
0100000US,,United States,1600000US3538470,3538470,United States - New Mexico - La Madera CDP,La Madera CDP,$-,$**
0100000US,,United States,1600000US3539030,3539030,United States - New Mexico - La Plata CDP,La Plata CDP,$(X),$(X)
0100000US,,United States,1600000US3539520,3539520,United States - New Mexico - Las Palomas CDP,Las Palomas CDP,$(X),$(X)
0100000US,,United States,1600000US3540570,3540570,United States - New Mexico - Lemitar CDP,Lemitar CDP,$(X),$(X)
0100000US,,United States,1600000US3541620,3541620,United States - New Mexico - Llano del Medio CDP,Llano del Medio CDP,$(X),$(X)
0100000US,,United States,1600000US3541970,3541970,United States - New Mexico - Loco Hills CDP,Loco Hills CDP,$-,$**
0100000US,,United States,1600000US3543510,3543510,United States - New Mexico - Los Ojos CDP,Los Ojos CDP,$(X),$(X)
0100000US,,United States,1600000US3544595,3544595,United States - New Mexico - Lower Frisco CDP,Lower Frisco CDP,$-,$**
0100000US,,United States,1600000US3545260,3545260,United States - New Mexico - Lumberton CDP,Lumberton CDP,$-,$**
0100000US,,United States,1600000US3545330,3545330,United States - New Mexico - Luna CDP,Luna CDP,$(X),$(X)
0100000US,,United States,1600000US3545400,3545400,United States - New Mexico - Lyden CDP,Lyden CDP,$(X),$(X)
0100000US,,United States,1600000US3545690,3545690,United States - New Mexico - McCartys Village CDP,McCartys Village CDP,$(X),$(X)
0100000US,,United States,1600000US3546730,3546730,United States - New Mexico - Manzano CDP,Manzano CDP,$-,$**
0100000US,,United States,1600000US3546770,3546770,United States - New Mexico - Manzano Springs CDP,Manzano Springs CDP,$(X),$(X)
0100000US,,United States,1600000US3547150,3547150,United States - New Mexico - Mayhill CDP,Mayhill CDP,$-,$**
0100000US,,United States,1600000US3548270,3548270,United States - New Mexico - Mesquite CDP,Mesquite CDP,$(X),$(X)
0100000US,,United States,1600000US3548830,3548830,United States - New Mexico - Mimbres CDP,Mimbres CDP,$(X),$(X)
0100000US,,United States,1600000US3549950,3549950,United States - New Mexico - Monument CDP,Monument CDP,$(X),$(X)
0100000US,,United States,1600000US3550020,3550020,United States - New Mexico - Moquino CDP,Moquino CDP,$-,$**
0100000US,,United States,1600000US3550515,3550515,United States - New Mexico - Mountain View CDP,Mountain View CDP,$(X),$(X)
0100000US,,United States,1600000US3551840,3551840,United States - New Mexico - Newkirk CDP,Newkirk CDP,$-,$**
0100000US,,United States,1600000US3552190,3552190,United States - New Mexico - Nogal CDP,Nogal CDP,$(X),$(X)
0100000US,,United States,1600000US3552680,3552680,United States - New Mexico - North San Ysidro CDP,North San Ysidro CDP,$-,$**
0100000US,,United States,1600000US3553010,3553010,United States - New Mexico - Oasis CDP,Oasis CDP,$(X),$(X)
0100000US,,United States,1600000US3554430,3554430,United States - New Mexico - Organ CDP,Organ CDP,$(X),$(X)
0100000US,,United States,1600000US3555550,3555550,United States - New Mexico - Pastura CDP,Pastura CDP,$-,$**
0100000US,,United States,1600000US3555605,3555605,United States - New Mexico - Pecan Park CDP,Pecan Park CDP,$-,$**
0100000US,,United States,1600000US3557440,3557440,United States - New Mexico - Pinon CDP,Pinon CDP,$-,$**
0100000US,,United States,1600000US3557510,3557510,United States - New Mexico - Pinos Altos CDP,Pinos Altos CDP,$(X),$(X)
0100000US,,United States,1600000US3558210,3558210,United States - New Mexico - Playas CDP,Playas CDP,$(X),$(X)
0100000US,,United States,1600000US3559840,3559840,United States - New Mexico - Pueblo CDP,Pueblo CDP,$-,$**
0100000US,,United States,1600000US3560000,3560000,United States - New Mexico - Pueblo Pintado CDP,Pueblo Pintado CDP,$(X),$(X)
0100000US,,United States,1600000US3560205,3560205,United States - New Mexico - Pulpotio Bareas CDP,Pulpotio Bareas CDP,$-,$**
0100000US,,United States,1600000US3560730,3560730,United States - New Mexico - Quemado CDP,Quemado CDP,$-,$**
0100000US,,United States,1600000US3562340,3562340,United States - New Mexico - Regina CDP,Regina CDP,$-,$**
0100000US,,United States,1600000US3562900,3562900,United States - New Mexico - Rincon CDP,Rincon CDP,$-,$**
0100000US,,United States,1600000US3563168,3563168,United States - New Mexico - Rio en Medio CDP,Rio en Medio CDP,$(X),$(X)
0100000US,,United States,1600000US3563660,3563660,United States - New Mexico - Rivers CDP,Rivers CDP,$-,$**
0100000US,,United States,1600000US3564900,3564900,United States - New Mexico - Rosedale CDP,Rosedale CDP,$(X),$(X)
0100000US,,United States,1600000US3565560,3565560,United States - New Mexico - Sacramento CDP,Sacramento CDP,$-,$**
0100000US,,United States,1600000US3565840,3565840,United States - New Mexico - Salem CDP,Salem CDP,$(X),$(X)
0100000US,,United States,1600000US3565910,3565910,United States - New Mexico - San Acacia CDP,San Acacia CDP,$-,$**
0100000US,,United States,1600000US3566120,3566120,United States - New Mexico - San Antonio CDP,San Antonio CDP,$-,$**
0100000US,,United States,1600000US3566540,3566540,United States - New Mexico - San Cristobal CDP,San Cristobal CDP,$(X),$(X)
0100000US,,United States,1600000US3567520,3567520,United States - New Mexico - San Fidel CDP,San Fidel CDP,$-,$**
0100000US,,United States,1600000US3568920,3568920,United States - New Mexico - San Lorenzo CDP,San Lorenzo CDP,$-,$**
0100000US,,United States,1600000US3569060,3569060,United States - New Mexico - San Luis CDP,San Luis CDP,$-,$**
0100000US,,United States,1600000US3571510,3571510,United States - New Mexico - Seboyeta CDP,Seboyeta CDP,$-,$**
0100000US,,United States,1600000US3571790,3571790,United States - New Mexico - Sena CDP,Sena CDP,$(X),$(X)
0100000US,,United States,1600000US3573680,3573680,United States - New Mexico - Soham CDP,Soham CDP,$(X),$(X)
0100000US,,United States,1600000US3573890,3573890,United States - New Mexico - Sombrillo CDP,Sombrillo CDP,$(X),$(X)
0100000US,,United States,1600000US3573925,3573925,United States - New Mexico - South Acomita Village CDP,South Acomita Village CDP,$(X),$(X)
0100000US,,United States,1600000US3575710,3575710,United States - New Mexico - Sunshine CDP,Sunshine CDP,$(X),$(X)
0100000US,,United States,1600000US3576060,3576060,United States - New Mexico - Tajique CDP,Tajique CDP,$-,$**
0100000US,,United States,1600000US3576480,3576480,United States - New Mexico - Taos Ski Valley village,Taos Ski Valley village,$(X),$(X)
0100000US,,United States,1600000US3576830,3576830,United States - New Mexico - Tecolotito CDP,Tecolotito CDP,$(X),$(X)
0100000US,,United States,1600000US3577670,3577670,United States - New Mexico - Tierra Amarilla CDP,Tierra Amarilla CDP,$(X),$(X)
0100000US,,United States,1600000US3577950,3577950,United States - New Mexico - Timberon CDP,Timberon CDP,$(X),$(X)
0100000US,,United States,1600000US3579140,3579140,United States - New Mexico - Torreon CDP (Torrance County),Torreon CDP (Torrance County),$(X),$(X)
0100000US,,United States,1600000US3579680,3579680,United States - New Mexico - Trout Valley CDP,Trout Valley CDP,$-,$**
0100000US,,United States,1600000US3579885,3579885,United States - New Mexico - Tse Bonito CDP,Tse Bonito CDP,$(X),$(X)
0100000US,,United States,1600000US3580470,3580470,United States - New Mexico - Twin Forks CDP,Twin Forks CDP,$(X),$(X)
0100000US,,United States,1600000US3581450,3581450,United States - New Mexico - Ute Park CDP,Ute Park CDP,$(X),$(X)
0100000US,,United States,1600000US3582710,3582710,United States - New Mexico - Velarde CDP,Velarde CDP,$(X),$(X)
0100000US,,United States,1600000US3583130,3583130,United States - New Mexico - Villanueva CDP,Villanueva CDP,$(X),$(X)
0100000US,,United States,1600000US3583830,3583830,United States - New Mexico - Watrous CDP,Watrous CDP,$-,$**
0100000US,,United States,1600000US3583970,3583970,United States - New Mexico - Weed CDP,Weed CDP,$-,$**
0100000US,,United States,1600000US3584950,3584950,United States - New Mexico - Whites City CDP,Whites City CDP,$-,$**
0100000US,,United States,1600000US3585485,3585485,United States - New Mexico - Windmill CDP,Windmill CDP,$(X),$(X)
0100000US,,United States,1600000US3585720,3585720,United States - New Mexico - Winston CDP,Winston CDP,$-,$**
0100000US,,United States,1600000US3585860,3585860,United States - New Mexico - Yah-ta-hey CDP,Yah-ta-hey CDP,$(X),$(X)
0100000US,,United States,1600000US3586175,3586175,United States - New Mexico - Young Place CDP,Young Place CDP,$(X),$(X)
0100000US,,United States,1600000US3606644,3606644,United States - New York - Binghamton University CDP,Binghamton University CDP,$-,$**
0100000US,,United States,1600000US3618113,3618113,United States - New York - Copake Falls CDP,Copake Falls CDP,$(X),$(X)
0100000US,,United States,1600000US3618118,3618118,United States - New York - Copake Hamlet CDP,Copake Hamlet CDP,$(X),$(X)
0100000US,,United States,1600000US3620379,3620379,United States - New York - Dering Harbor village,Dering Harbor village,$-,$**
0100000US,,United States,1600000US3620995,3620995,United States - New York - Duanesburg CDP,Duanesburg CDP,$(X),$(X)
0100000US,,United States,1600000US3625934,3625934,United States - New York - Fishers Landing CDP,Fishers Landing CDP,$(X),$(X)
0100000US,,United States,1600000US3634297,3634297,United States - New York - Hewlett Bay Park village,Hewlett Bay Park village,"$250,000+",$***
0100000US,,United States,1600000US3634451,3634451,United States - New York - High Falls CDP,High Falls CDP,$(X),$(X)
0100000US,,United States,1600000US3642609,3642609,United States - New York - Linwood CDP,Linwood CDP,$(X),$(X)
0100000US,,United States,1600000US3649605,3649605,United States - New York - Natural Bridge CDP,Natural Bridge CDP,$(X),$(X)
0100000US,,United States,1600000US3650727,3650727,United States - New York - New Suffolk CDP,New Suffolk CDP,$(X),$(X)
0100000US,,United States,1600000US3654112,3654112,United States - New York - Oak Beach-Captree CDP,Oak Beach-Captree CDP,$(X),$(X)
0100000US,,United States,1600000US3655937,3655937,United States - New York - Oxbow CDP,Oxbow CDP,$(X),$(X)
0100000US,,United States,1600000US3656291,3656291,United States - New York - Parc CDP,Parc CDP,$-,$**
0100000US,,United States,1600000US3656770,3656770,United States - New York - Paul Smiths CDP,Paul Smiths CDP,$-,$**
0100000US,,United States,1600000US3658475,3658475,United States - New York - Plandome village,Plandome village,"$250,000+",$***
0100000US,,United States,1600000US3659619,3659619,United States - New York - Pottersville CDP,Pottersville CDP,$(X),$(X)
0100000US,,United States,1600000US3660884,3660884,United States - New York - Redford CDP,Redford CDP,$(X),$(X)
0100000US,,United States,1600000US3665519,3665519,United States - New York - Schenevus CDP,Schenevus CDP,$(X),$(X)
0100000US,,United States,1600000US3668088,3668088,United States - New York - Smithville Flats CDP,Smithville Flats CDP,$(X),$(X)
0100000US,,United States,1600000US3672327,3672327,United States - New York - SUNY Oswego CDP,SUNY Oswego CDP,$-,$**
0100000US,,United States,1600000US3675726,3675726,United States - New York - Tuscarora CDP,Tuscarora CDP,$-,$**
0100000US,,United States,1600000US3676280,3676280,United States - New York - University at Buffalo CDP,University at Buffalo CDP,$(X),$(X)
0100000US,,United States,1600000US3676331,3676331,United States - New York - Upper Brookville village,Upper Brookville village,"$250,000+",$***
0100000US,,United States,1600000US3677783,3677783,United States - New York - Wadsworth CDP,Wadsworth CDP,$(X),$(X)
0100000US,,United States,1600000US3678487,3678487,United States - New York - Watchtower CDP,Watchtower CDP,$-,$**
0100000US,,United States,1600000US3678982,3678982,United States - New York - Websters Crossing CDP,Websters Crossing CDP,$-,$**
0100000US,,United States,1600000US3701560,3701560,United States - North Carolina - Aquadale CDP,Aquadale CDP,$(X),$(X)
0100000US,,United States,1600000US3704680,3704680,United States - North Carolina - Bell Arthur CDP,Bell Arthur CDP,$(X),$(X)
0100000US,,United States,1600000US3705020,3705020,United States - North Carolina - Bennett CDP,Bennett CDP,$(X),$(X)
0100000US,,United States,1600000US3706510,3706510,United States - North Carolina - Blue Clay Farms CDP,Blue Clay Farms CDP,$-,$**
0100000US,,United States,1600000US3706980,3706980,United States - North Carolina - Bonnetsville CDP,Bonnetsville CDP,$(X),$(X)
0100000US,,United States,1600000US3707400,3707400,United States - North Carolina - Bowmore CDP,Bowmore CDP,$-,$**
0100000US,,United States,1600000US3710460,3710460,United States - North Carolina - Caroleen CDP,Caroleen CDP,$(X),$(X)
0100000US,,United States,1600000US3710800,3710800,United States - North Carolina - Cashiers CDP,Cashiers CDP,$(X),$(X)
0100000US,,United States,1600000US3712460,3712460,United States - North Carolina - Chimney Rock Village village,Chimney Rock Village village,$(X),$(X)
0100000US,,United States,1600000US3716820,3716820,United States - North Carolina - Dellview town,Dellview town,$-,$**
0100000US,,United States,1600000US3716860,3716860,United States - North Carolina - Delway CDP,Delway CDP,$(X),$(X)
0100000US,,United States,1600000US3718300,3718300,United States - North Carolina - Dundarrach CDP,Dundarrach CDP,$-,$**
0100000US,,United States,1600000US3721380,3721380,United States - North Carolina - Engelhard CDP,Engelhard CDP,$(X),$(X)
0100000US,,United States,1600000US3722080,3722080,United States - North Carolina - Evergreen CDP,Evergreen CDP,$(X),$(X)
0100000US,,United States,1600000US3722640,3722640,United States - North Carolina - Falkland town,Falkland town,$(X),$(X)
0100000US,,United States,1600000US3723980,3723980,United States - North Carolina - Fontana Dam town,Fontana Dam town,$-,$**
0100000US,,United States,1600000US3725020,3725020,United States - North Carolina - Frisco CDP,Frisco CDP,$(X),$(X)
0100000US,,United States,1600000US3725900,3725900,United States - North Carolina - Gerton CDP,Gerton CDP,$(X),$(X)
0100000US,,United States,1600000US3726520,3726520,United States - North Carolina - Glenville CDP,Glenville CDP,$(X),$(X)
0100000US,,United States,1600000US3728600,3728600,United States - North Carolina - Gulf CDP,Gulf CDP,$(X),$(X)
0100000US,,United States,1600000US3731260,3731260,United States - North Carolina - Hiddenite CDP,Hiddenite CDP,$(X),$(X)
0100000US,,United States,1600000US3731880,3731880,United States - North Carolina - Hobucken CDP,Hobucken CDP,$-,$**
0100000US,,United States,1600000US3741220,3741220,United States - North Carolina - Marble CDP,Marble CDP,$(X),$(X)
0100000US,,United States,1600000US3742640,3742640,United States - North Carolina - Middleburg town,Middleburg town,$(X),$(X)
0100000US,,United States,1600000US3752500,3752500,United States - North Carolina - Pinnacle CDP,Pinnacle CDP,$(X),$(X)
0100000US,,United States,1600000US3753580,3753580,United States - North Carolina - Potters Hill CDP,Potters Hill CDP,$(X),$(X)
0100000US,,United States,1600000US3756100,3756100,United States - North Carolina - Rex CDP,Rex CDP,$-,$**
0100000US,,United States,1600000US3757580,3757580,United States - North Carolina - Rodanthe CDP,Rodanthe CDP,$(X),$(X)
0100000US,,United States,1600000US3758040,3758040,United States - North Carolina - Rougemont CDP,Rougemont CDP,$(X),$(X)
0100000US,,United States,1600000US3758940,3758940,United States - North Carolina - Salvo CDP,Salvo CDP,$(X),$(X)
0100000US,,United States,1600000US3760940,3760940,United States - North Carolina - Shannon CDP,Shannon CDP,$(X),$(X)
0100000US,,United States,1600000US3765020,3765020,United States - North Carolina - Stokes CDP,Stokes CDP,$(X),$(X)
0100000US,,United States,1600000US3770580,3770580,United States - North Carolina - Wakulla CDP,Wakulla CDP,$-,$**
0100000US,,United States,1600000US3771440,3771440,United States - North Carolina - Waves CDP,Waves CDP,$-,$**
0100000US,,United States,1600000US3801860,3801860,United States - North Dakota - Ambrose city,Ambrose city,$(X),$(X)
0100000US,,United States,1600000US3802660,3802660,United States - North Dakota - Antler city,Antler city,$(X),$(X)
0100000US,,United States,1600000US3802860,3802860,United States - North Dakota - Ardoch city,Ardoch city,$(X),$(X)
0100000US,,United States,1600000US3803220,3803220,United States - North Dakota - Arnegard city,Arnegard city,$(X),$(X)
0100000US,,United States,1600000US3803740,3803740,United States - North Dakota - Auburn CDP,Auburn CDP,$-,$**
0100000US,,United States,1600000US3804460,3804460,United States - North Dakota - Balfour city,Balfour city,$(X),$(X)
0100000US,,United States,1600000US3804580,3804580,United States - North Dakota - Balta city,Balta city,$(X),$(X)
0100000US,,United States,1600000US3805220,3805220,United States - North Dakota - Barton CDP,Barton CDP,$-,$**
0100000US,,United States,1600000US3806180,3806180,United States - North Dakota - Bergen city,Bergen city,$(X),$(X)
0100000US,,United States,1600000US3807620,3807620,United States - North Dakota - Blanchard CDP,Blanchard CDP,$-,$**
0100000US,,United States,1600000US3808900,3808900,United States - North Dakota - Braddock city,Braddock city,$(X),$(X)
0100000US,,United States,1600000US3809320,3809320,United States - North Dakota - Briarwood city,Briarwood city,$(X),$(X)
0100000US,,United States,1600000US3809460,3809460,United States - North Dakota - Brinsmade city,Brinsmade city,$(X),$(X)
0100000US,,United States,1600000US3809830,3809830,United States - North Dakota - Brooktree Park CDP,Brooktree Park CDP,$-,$**
0100000US,,United States,1600000US3811500,3811500,United States - North Dakota - Caledonia CDP,Caledonia CDP,$-,$**
0100000US,,United States,1600000US3811580,3811580,United States - North Dakota - Calio city,Calio city,$-,$**
0100000US,,United States,1600000US3812060,3812060,United States - North Dakota - Canton City city,Canton City city,$(X),$(X)
0100000US,,United States,1600000US3812820,3812820,United States - North Dakota - Cathay city,Cathay city,$(X),$(X)
0100000US,,United States,1600000US3814140,3814140,United States - North Dakota - Churchs Ferry city,Churchs Ferry city,$-,$**
0100000US,,United States,1600000US3814740,3814740,United States - North Dakota - Clifford city,Clifford city,$(X),$(X)
0100000US,,United States,1600000US3817620,3817620,United States - North Dakota - Dahlen CDP,Dahlen CDP,$-,$**
0100000US,,United States,1600000US3819060,3819060,United States - North Dakota - Denhoff CDP,Denhoff CDP,$(X),$(X)
0100000US,,United States,1600000US3819820,3819820,United States - North Dakota - Dodge city,Dodge city,$(X),$(X)
0100000US,,United States,1600000US3823340,3823340,United States - North Dakota - Elliott city,Elliott city,$(X),$(X)
0100000US,,United States,1600000US3824020,3824020,United States - North Dakota - Embden CDP,Embden CDP,$(X),$(X)
0100000US,,United States,1600000US3824380,3824380,United States - North Dakota - Englevale CDP,Englevale CDP,$-,$**
0100000US,,United States,1600000US3824620,3824620,United States - North Dakota - Erie CDP,Erie CDP,$(X),$(X)
0100000US,,United States,1600000US3827820,3827820,United States - North Dakota - Fortuna city,Fortuna city,$(X),$(X)
0100000US,,United States,1600000US3832580,3832580,United States - North Dakota - Grano city,Grano city,$-,$**
0100000US,,United States,1600000US3834460,3834460,United States - North Dakota - Hamberg city,Hamberg city,$(X),$(X)
0100000US,,United States,1600000US3835140,3835140,United States - North Dakota - Hansboro city,Hansboro city,$(X),$(X)
0100000US,,United States,1600000US3836980,3836980,United States - North Dakota - Heil CDP,Heil CDP,$(X),$(X)
0100000US,,United States,1600000US3837020,3837020,United States - North Dakota - Heimdal CDP,Heimdal CDP,$-,$**
0100000US,,United States,1600000US3840740,3840740,United States - North Dakota - Jessie CDP,Jessie CDP,$-,$**
0100000US,,United States,1600000US3842660,3842660,United States - North Dakota - Kief city,Kief city,$(X),$(X)
0100000US,,United States,1600000US3845220,3845220,United States - North Dakota - Larson CDP,Larson CDP,$-,$**
0100000US,,United States,1600000US3845460,3845460,United States - North Dakota - Leal city,Leal city,$(X),$(X)
0100000US,,United States,1600000US3847540,3847540,United States - North Dakota - Logan CDP,Logan CDP,$(X),$(X)
0100000US,,United States,1600000US3847660,3847660,United States - North Dakota - Loma city,Loma city,$-,$**
0100000US,,United States,1600000US3848020,3848020,United States - North Dakota - Loraine city,Loraine city,$-,$**
0100000US,,United States,1600000US3848580,3848580,United States - North Dakota - Luverne city,Luverne city,$(X),$(X)
0100000US,,United States,1600000US3849540,3849540,United States - North Dakota - McLeod CDP,McLeod CDP,$-,$**
0100000US,,United States,1600000US3853820,3853820,United States - North Dakota - Monango city,Monango city,$(X),$(X)
0100000US,,United States,1600000US3855500,3855500,United States - North Dakota - Nash CDP,Nash CDP,$-,$**
0100000US,,United States,1600000US3859660,3859660,United States - North Dakota - Oriska city,Oriska city,$(X),$(X)
0100000US,,United States,1600000US3859820,3859820,United States - North Dakota - Orrin CDP,Orrin CDP,$-,$**
0100000US,,United States,1600000US3861780,3861780,United States - North Dakota - Perth city,Perth city,$-,$**
0100000US,,United States,1600000US3865100,3865100,United States - North Dakota - Raleigh CDP,Raleigh CDP,$-,$**
0100000US,,United States,1600000US3867180,3867180,United States - North Dakota - Robinson city,Robinson city,$(X),$(X)
0100000US,,United States,1600000US3869140,3869140,United States - North Dakota - Ruso city,Ruso city,$-,$**
0100000US,,United States,1600000US3869460,3869460,United States - North Dakota - Ryder city,Ryder city,$(X),$(X)
0100000US,,United States,1600000US3870780,3870780,United States - North Dakota - Sarles city,Sarles city,$(X),$(X)
0100000US,,United States,1600000US3871700,3871700,United States - North Dakota - Selz CDP,Selz CDP,$-,$**
0100000US,,United States,1600000US3871780,3871780,United States - North Dakota - Sentinel Butte city,Sentinel Butte city,$(X),$(X)
0100000US,,United States,1600000US3872820,3872820,United States - North Dakota - Sibley city,Sibley city,$(X),$(X)
0100000US,,United States,1600000US3874660,3874660,United States - North Dakota - Spiritwood CDP,Spiritwood CDP,$-,$**
0100000US,,United States,1600000US3877260,3877260,United States - North Dakota - Sutton CDP,Sutton CDP,$-,$**
0100000US,,United States,1600000US3879140,3879140,United States - North Dakota - Tolley city,Tolley city,$(X),$(X)
0100000US,,United States,1600000US3887860,3887860,United States - North Dakota - York city,York city,$(X),$(X)
0100000US,,United States,1600000US3888020,3888020,United States - North Dakota - Ypsilanti CDP,Ypsilanti CDP,$(X),$(X)
0100000US,,United States,1600000US3888180,3888180,United States - North Dakota - Zeeland city,Zeeland city,$(X),$(X)
0100000US,,United States,1600000US3903142,3903142,United States - Ohio - Austinburg CDP,Austinburg CDP,$(X),$(X)
0100000US,,United States,1600000US3907888,3907888,United States - Ohio - Bourneville CDP,Bourneville CDP,$-,$**
0100000US,,United States,1600000US3909596,3909596,United States - Ohio - Brownsville CDP,Brownsville CDP,$(X),$(X)
0100000US,,United States,1600000US3912056,3912056,United States - Ohio - Carbon Hill CDP,Carbon Hill CDP,$(X),$(X)
0100000US,,United States,1600000US3912504,3912504,United States - Ohio - Castine village,Castine village,$(X),$(X)
0100000US,,United States,1600000US3919615,3919615,United States - Ohio - Crystal Rock CDP,Crystal Rock CDP,$(X),$(X)
0100000US,,United States,1600000US3919848,3919848,United States - Ohio - Cynthiana CDP,Cynthiana CDP,$-,$**
0100000US,,United States,1600000US3920198,3920198,United States - Ohio - Darbydale CDP,Darbydale CDP,$(X),$(X)
0100000US,,United States,1600000US3922260,3922260,United States - Ohio - Dola CDP,Dola CDP,$(X),$(X)
0100000US,,United States,1600000US3924024,3924024,United States - Ohio - East Rochester CDP,East Rochester CDP,$(X),$(X)
0100000US,,United States,1600000US3924850,3924850,United States - Ohio - Elizabethtown CDP,Elizabethtown CDP,$(X),$(X)
0100000US,,United States,1600000US3927356,3927356,United States - Ohio - Flat Rock CDP,Flat Rock CDP,$-,$**
0100000US,,United States,1600000US3928882,3928882,United States - Ohio - Fresno CDP,Fresno CDP,$(X),$(X)
0100000US,,United States,1600000US3928896,3928896,United States - Ohio - Friendship CDP,Friendship CDP,$(X),$(X)
0100000US,,United States,1600000US3930996,3930996,United States - Ohio - Goshen CDP,Goshen CDP,$(X),$(X)
0100000US,,United States,1600000US3933376,3933376,United States - Ohio - Harbor View village,Harbor View village,$(X),$(X)
0100000US,,United States,1600000US3935826,3935826,United States - Ohio - Hockingport CDP,Hockingport CDP,$(X),$(X)
0100000US,,United States,1600000US3936918,3936918,United States - Ohio - Hunting Valley village,Hunting Valley village,"$250,000+",$***
0100000US,,United States,1600000US3938192,3938192,United States - Ohio - Jacksonburg village,Jacksonburg village,$(X),$(X)
