GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,HC01,HC02
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geographic Area,Geographic Area,Dollar,Margin of Error
0100000US,,United States,1600000US2453700,2453700,United States - Maryland - Moscow CDP,Moscow CDP,$(X),$(X)
0100000US,,United States,1600000US2454930,2454930,United States - Maryland - Nanticoke Acres CDP,Nanticoke Acres CDP,$(X),$(X)
0100000US,,United States,1600000US2455000,2455000,United States - Maryland - National CDP,National CDP,$-,$**
0100000US,,United States,1600000US2458215,2458215,United States - Maryland - Ocean CDP,Ocean CDP,$-,$**
0100000US,,United States,1600000US2458775,2458775,United States - Maryland - Oldtown CDP,Oldtown CDP,$(X),$(X)
0100000US,,United States,1600000US2463225,2463225,United States - Maryland - Port Tobacco Village town,Port Tobacco Village town,$-,$**
0100000US,,United States,1600000US2464475,2464475,United States - Maryland - Quantico CDP,Quantico CDP,$-,$**
0100000US,,United States,1600000US2465550,2465550,United States - Maryland - Reid CDP,Reid CDP,$-,$**
0100000US,,United States,1600000US2466150,2466150,United States - Maryland - Ringgold CDP,Ringgold CDP,$(X),$(X)
0100000US,,United States,1600000US2467950,2467950,United States - Maryland - Rohrersville CDP,Rohrersville CDP,$-,$**
0100000US,,United States,1600000US2469200,2469200,United States - Maryland - Sabillasville CDP,Sabillasville CDP,$(X),$(X)
0100000US,,United States,1600000US2469425,2469425,United States - Maryland - St. George Island CDP,St. George Island CDP,$(X),$(X)
0100000US,,United States,1600000US2470175,2470175,United States - Maryland - Sandy Hook CDP,Sandy Hook CDP,$(X),$(X)
0100000US,,United States,1600000US2473350,2473350,United States - Maryland - Somerset town,Somerset town,"$250,000+",$***
0100000US,,United States,1600000US2474350,2474350,United States - Maryland - Spring Gap CDP,Spring Gap CDP,$(X),$(X)
0100000US,,United States,1600000US2476450,2476450,United States - Maryland - Swanton CDP,Swanton CDP,$-,$**
0100000US,,United States,1600000US2478705,2478705,United States - Maryland - Trego-Rohrersville Station CDP,Trego-Rohrersville Station CDP,$(X),$(X)
0100000US,,United States,1600000US2481925,2481925,United States - Maryland - Waterview CDP,Waterview CDP,$-,$**
0100000US,,United States,1600000US2484225,2484225,United States - Maryland - Whitehaven CDP,Whitehaven CDP,$(X),$(X)
0100000US,,United States,1600000US2486275,2486275,United States - Maryland - Woodland CDP,Woodland CDP,$-,$**
0100000US,,United States,1600000US2487000,2487000,United States - Maryland - Worton CDP,Worton CDP,$(X),$(X)
0100000US,,United States,1600000US2487150,2487150,United States - Maryland - Yarrowsburg CDP,Yarrowsburg CDP,$-,$**
0100000US,,United States,1600000US2527445,2527445,United States - Massachusetts - Groton CDP,Groton CDP,$(X),$(X)
0100000US,,United States,1600000US2555090,2555090,United States - Massachusetts - Popponesset Island CDP,Popponesset Island CDP,$-,$**
0100000US,,United States,1600000US2560627,2560627,United States - Massachusetts - Seconsett Island CDP,Seconsett Island CDP,$-,$**
0100000US,,United States,1600000US2561940,2561940,United States - Massachusetts - Siasconset CDP,Siasconset CDP,$(X),$(X)
0100000US,,United States,1600000US2563840,2563840,United States - Massachusetts - Southfield CDP,Southfield CDP,$-,$**
0100000US,,United States,1600000US2605660,2605660,United States - Michigan - Barton Hills village,Barton Hills village,"$250,000+",$***
0100000US,,United States,1600000US2614020,2614020,United States - Michigan - Cedar CDP,Cedar CDP,$(X),$(X)
0100000US,,United States,1600000US2617900,2617900,United States - Michigan - Conway CDP,Conway CDP,$(X),$(X)
0100000US,,United States,1600000US2619135,2619135,United States - Michigan - Crystal Downs Country Club CDP,Crystal Downs Country Club CDP,$(X),$(X)
0100000US,,United States,1600000US2640800,2640800,United States - Michigan - Interlochen CDP,Interlochen CDP,$(X),$(X)
0100000US,,United States,1600000US2641720,2641720,United States - Michigan - Jennings CDP,Jennings CDP,$(X),$(X)
0100000US,,United States,1600000US2650970,2650970,United States - Michigan - Maple Grove CDP,Maple Grove CDP,$-,$**
0100000US,,United States,1600000US2656960,2656960,United States - Michigan - Nessen City CDP,Nessen City CDP,$(X),$(X)
0100000US,,United States,1600000US2700892,2700892,United States - Minnesota - Aldrich city,Aldrich city,$(X),$(X)
0100000US,,United States,1600000US2701558,2701558,United States - Minnesota - Angle Inlet CDP,Angle Inlet CDP,$-,$**
0100000US,,United States,1600000US2703718,2703718,United States - Minnesota - Barry city,Barry city,$-,$**
0100000US,,United States,1600000US2707984,2707984,United States - Minnesota - Brook Park city,Brook Park city,$(X),$(X)
0100000US,,United States,1600000US2713384,2713384,United States - Minnesota - Correll city,Correll city,$(X),$(X)
0100000US,,United States,1600000US2716030,2716030,United States - Minnesota - Donaldson city,Donaldson city,$(X),$(X)
0100000US,,United States,1600000US2718440,2718440,United States - Minnesota - Elbow Lake CDP,Elbow Lake CDP,$(X),$(X)
0100000US,,United States,1600000US2718728,2718728,United States - Minnesota - Elkton city,Elkton city,$(X),$(X)
0100000US,,United States,1600000US2721932,2721932,United States - Minnesota - Fort Ripley city,Fort Ripley city,$(X),$(X)
0100000US,,United States,1600000US2732012,2732012,United States - Minnesota - Johnson city,Johnson city,$-,$**
0100000US,,United States,1600000US2732750,2732750,United States - Minnesota - Kenneth city,Kenneth city,$(X),$(X)
0100000US,,United States,1600000US2733236,2733236,United States - Minnesota - Kinbrae city,Kinbrae city,$-,$**
0100000US,,United States,1600000US2738258,2738258,United States - Minnesota - Louisburg city,Louisburg city,$(X),$(X)
0100000US,,United States,1600000US2738546,2738546,United States - Minnesota - Lutsen CDP,Lutsen CDP,$(X),$(X)
0100000US,,United States,1600000US2738996,2738996,United States - Minnesota - McGrath city,McGrath city,$(X),$(X)
0100000US,,United States,1600000US2739806,2739806,United States - Minnesota - Manhattan Beach city,Manhattan Beach city,$(X),$(X)
0100000US,,United States,1600000US2745016,2745016,United States - Minnesota - Nassau city,Nassau city,$(X),$(X)
0100000US,,United States,1600000US2751028,2751028,United States - Minnesota - Pine Bend CDP,Pine Bend CDP,$(X),$(X)
0100000US,,United States,1600000US2756212,2756212,United States - Minnesota - Roy Lake CDP,Roy Lake CDP,$(X),$(X)
0100000US,,United States,1600000US2764210,2764210,United States - Minnesota - Taopi city,Taopi city,$(X),$(X)
0100000US,,United States,1600000US2764547,2764547,United States - Minnesota - The Ranch CDP,The Ranch CDP,$-,$**
0100000US,,United States,1600000US2769808,2769808,United States - Minnesota - Whalan city,Whalan city,$(X),$(X)
0100000US,,United States,1600000US2800680,2800680,United States - Mississippi - Alcorn State University CDP,Alcorn State University CDP,$(X),$(X)
0100000US,,United States,1600000US2807340,2807340,United States - Mississippi - Bogue Chitto CDP (Lincoln County),Bogue Chitto CDP (Lincoln County),$(X),$(X)
0100000US,,United States,1600000US2808460,2808460,United States - Mississippi - Braxton village,Braxton village,$(X),$(X)
0100000US,,United States,1600000US2809380,2809380,United States - Mississippi - Buckatunna CDP,Buckatunna CDP,$(X),$(X)
0100000US,,United States,1600000US2813700,2813700,United States - Mississippi - Clara CDP,Clara CDP,$(X),$(X)
0100000US,,United States,1600000US2821420,2821420,United States - Mississippi - Eden village,Eden village,$(X),$(X)
0100000US,,United States,1600000US2826780,2826780,United States - Mississippi - Gattman village,Gattman village,$(X),$(X)
0100000US,,United States,1600000US2831540,2831540,United States - Mississippi - Henderson Point CDP,Henderson Point CDP,$(X),$(X)
0100000US,,United States,1600000US2832820,2832820,United States - Mississippi - Holcomb CDP,Holcomb CDP,$(X),$(X)
0100000US,,United States,1600000US2837190,2837190,United States - Mississippi - Kearney Park CDP,Kearney Park CDP,$(X),$(X)
0100000US,,United States,1600000US2842240,2842240,United States - Mississippi - Louise town,Louise town,$(X),$(X)
0100000US,,United States,1600000US2845120,2845120,United States - Mississippi - Marietta town,Marietta town,$(X),$(X)
0100000US,,United States,1600000US2848800,2848800,United States - Mississippi - Morgan City town,Morgan City town,$(X),$(X)
0100000US,,United States,1600000US2850720,2850720,United States - Mississippi - Nellieburg CDP,Nellieburg CDP,$(X),$(X)
0100000US,,United States,1600000US2852680,2852680,United States - Mississippi - North Tunica CDP,North Tunica CDP,$(X),$(X)
0100000US,,United States,1600000US2861080,2861080,United States - Mississippi - Rawls Springs CDP,Rawls Springs CDP,$(X),$(X)
0100000US,,United States,1600000US2870120,2870120,United States - Mississippi - Standing Pine CDP,Standing Pine CDP,$(X),$(X)
0100000US,,United States,1600000US2873440,2873440,United States - Mississippi - Tillatoba town,Tillatoba town,$-,$**
0100000US,,United States,1600000US2877640,2877640,United States - Mississippi - Walthall village,Walthall village,$(X),$(X)
0100000US,,United States,1600000US2900712,2900712,United States - Missouri - Allendale village,Allendale village,$(X),$(X)
0100000US,,United States,1600000US2901054,2901054,United States - Missouri - Amity town,Amity town,$(X),$(X)
0100000US,,United States,1600000US2902044,2902044,United States - Missouri - Arrow Rock town,Arrow Rock town,$(X),$(X)
0100000US,,United States,1600000US2902152,2902152,United States - Missouri - Ashburn town,Ashburn town,$-,$**
0100000US,,United States,1600000US2903034,2903034,United States - Missouri - Baker village,Baker village,$-,$**
0100000US,,United States,1600000US2903124,2903124,United States - Missouri - Baldwin Park village,Baldwin Park village,$(X),$(X)
0100000US,,United States,1600000US2904525,2904525,United States - Missouri - Bennett Springs CDP,Bennett Springs CDP,$(X),$(X)
0100000US,,United States,1600000US2905320,2905320,United States - Missouri - Biehle CDP,Biehle CDP,$-,$**
0100000US,,United States,1600000US2905464,2905464,United States - Missouri - Bigelow village,Bigelow village,$-,$**
0100000US,,United States,1600000US2905608,2905608,United States - Missouri - Big Spring CDP,Big Spring CDP,$(X),$(X)
0100000US,,United States,1600000US2906238,2906238,United States - Missouri - Blairstown city,Blairstown city,$(X),$(X)
0100000US,,United States,1600000US2912079,2912079,United States - Missouri - Cave town,Cave town,$-,$**
0100000US,,United States,1600000US2913390,2913390,United States - Missouri - Charmwood town,Charmwood town,$-,$**
0100000US,,United States,1600000US2915760,2915760,United States - Missouri - Commerce village,Commerce village,$(X),$(X)
0100000US,,United States,1600000US2916462,2916462,United States - Missouri - Corning town,Corning town,$-,$**
0100000US,,United States,1600000US2916876,2916876,United States - Missouri - Country Life Acres village,Country Life Acres village,"$250,000+",$***
0100000US,,United States,1600000US2920656,2920656,United States - Missouri - Eagle Rock CDP,Eagle Rock CDP,$-,$**
0100000US,,United States,1600000US2923050,2923050,United States - Missouri - Excello CDP,Excello CDP,$(X),$(X)
0100000US,,United States,1600000US2924760,2924760,United States - Missouri - Florida village,Florida village,$-,$**
0100000US,,United States,1600000US2925228,2925228,United States - Missouri - Fortescue town,Fortescue town,$(X),$(X)
0100000US,,United States,1600000US2925624,2925624,United States - Missouri - Franklin city,Franklin city,$(X),$(X)
0100000US,,United States,1600000US2926902,2926902,United States - Missouri - Gerster town,Gerster town,$(X),$(X)
0100000US,,United States,1600000US2927900,2927900,United States - Missouri - Goodnight village,Goodnight village,$-,$**
0100000US,,United States,1600000US2928000,2928000,United States - Missouri - Goss town,Goss town,$-,$**
0100000US,,United States,1600000US2928198,2928198,United States - Missouri - Grand Pass village,Grand Pass village,$(X),$(X)
0100000US,,United States,1600000US2930772,2930772,United States - Missouri - Hartwell CDP,Hartwell CDP,$-,$**
0100000US,,United States,1600000US2930844,2930844,United States - Missouri - Harviell CDP,Harviell CDP,$-,$**
0100000US,,United States,1600000US2930862,2930862,United States - Missouri - Harwood village,Harwood village,$(X),$(X)
0100000US,,United States,1600000US2931186,2931186,United States - Missouri - Hayward CDP,Hayward CDP,$(X),$(X)
0100000US,,United States,1600000US2933778,2933778,United States - Missouri - Hunter CDP,Hunter CDP,$(X),$(X)
0100000US,,United States,1600000US2933868,2933868,United States - Missouri - Huntsdale town,Huntsdale town,$(X),$(X)
0100000US,,United States,1600000US2935486,2935486,United States - Missouri - Irwin CDP,Irwin CDP,$-,$**
0100000US,,United States,1600000US2940142,2940142,United States - Missouri - Lakeside city,Lakeside city,$-,$**
0100000US,,United States,1600000US2940448,2940448,United States - Missouri - Lambert village,Lambert village,$-,$**
0100000US,,United States,1600000US2943472,2943472,United States - Missouri - Lock Springs village,Lock Springs village,$(X),$(X)
0100000US,,United States,1600000US2944768,2944768,United States - Missouri - McBaine town,McBaine town,$(X),$(X)
0100000US,,United States,1600000US2947540,2947540,United States - Missouri - Merwin village,Merwin village,$(X),$(X)
0100000US,,United States,1600000US2949610,2949610,United States - Missouri - Montier CDP,Montier CDP,$-,$**
0100000US,,United States,1600000US2949646,2949646,United States - Missouri - Montreal CDP,Montreal CDP,$-,$**
0100000US,,United States,1600000US2955424,2955424,United States - Missouri - Osgood village,Osgood village,$-,$**
0100000US,,United States,1600000US2955694,2955694,United States - Missouri - Oxly CDP,Oxly CDP,$(X),$(X)
0100000US,,United States,1600000US2956620,2956620,United States - Missouri - Peaceful Village village,Peaceful Village village,$-,$**
0100000US,,United States,1600000US2957332,2957332,United States - Missouri - Phelps City CDP,Phelps City CDP,$-,$**
0100000US,,United States,1600000US2957926,2957926,United States - Missouri - Pinhook village,Pinhook village,$-,$**
0100000US,,United States,1600000US2958574,2958574,United States - Missouri - Plevna CDP,Plevna CDP,$-,$**
0100000US,,United States,1600000US2960590,2960590,United States - Missouri - Randolph village,Randolph village,$(X),$(X)
0100000US,,United States,1600000US2962056,2962056,United States - Missouri - River Bend village,River Bend village,$-,$**
0100000US,,United States,1600000US2967632,2967632,United States - Missouri - Shoal Creek Estates village,Shoal Creek Estates village,$(X),$(X)
0100000US,,United States,1600000US2967808,2967808,United States - Missouri - Silex village,Silex village,$(X),$(X)
0100000US,,United States,1600000US2968852,2968852,United States - Missouri - South Gifford village,South Gifford village,$(X),$(X)
0100000US,,United States,1600000US2970990,2970990,United States - Missouri - Stotts City city,Stotts City city,$(X),$(X)
0100000US,,United States,1600000US2972376,2972376,United States - Missouri - Tarrants village,Tarrants village,$-,$**
0100000US,,United States,1600000US2973006,2973006,United States - Missouri - Thomasville CDP,Thomasville CDP,$(X),$(X)
0100000US,,United States,1600000US2973127,2973127,United States - Missouri - Three Creeks village,Three Creeks village,$-,$**
0100000US,,United States,1600000US2974014,2974014,United States - Missouri - Truxton village,Truxton village,$(X),$(X)
0100000US,,United States,1600000US2977794,2977794,United States - Missouri - Wasola CDP,Wasola CDP,$-,$**
0100000US,,United States,1600000US2978226,2978226,United States - Missouri - Weingarten CDP,Weingarten CDP,$(X),$(X)
0100000US,,United States,1600000US2979558,2979558,United States - Missouri - Whiteside village,Whiteside village,$(X),$(X)
0100000US,,United States,1600000US2981016,2981016,United States - Missouri - Wooldridge village,Wooldridge village,$(X),$(X)
